名稱zh,名稱en,國籍zh,國籍en,能力,潛力,偏好位置總數,偏好位置1,偏好位置2,偏好位置3,年齡,Hits,球隊zh,球隊en,租借球隊zh,租借球隊en
Jean Carlos Pestaña,Jean Carlos Pestaña,哥倫比亞,Colombia,60,73,1,CB,,,22,0,杜利馬,Deportes Tolima,,
Gustav Marcussen,Gustav Marcussen,丹麥,Denmark,60,74,1,LW,,,22,0,寧比,Lyngby BK,,
Kevin Tshiembe,Kevin Tshiembe,丹麥,Denmark,60,70,2,CB,RWB,,23,0,寧比,Lyngby BK,,
Tim Siedschlag,Tim Siedschlag,德國,Germany,60,60,1,CM,,,32,0,基爾,Holstein Kiel,,
Kamer Krasniqi,Kamer Krasniqi,科索沃,Kosovo,60,66,3,CM,CDM,RB,24,0,桑尼賀夫哥沙柏,SG Sonnenhof Großaspach,,
Ren Shibamoto,Ren Shibamoto,日本,Japan,60,71,1,CM,,,20,0,大阪飛腳,Gamba Osaka,,
Ulrik Fredriksen,Ulrik Fredriksen,挪威,Norway,60,74,1,CB,,,21,0,侯格辛特,FK Haugesund,,
Eetu Vertainen,Eetu Vertainen,芬蘭,Finland,60,75,2,ST,CAM,,21,0,赫爾辛基,HJK Helsinki,,
Marlon Fossey,Marlon Fossey,美國,United States,60,74,1,RB,,,21,4,富咸,Fulham,,
John McAtee,John McAtee,英格蘭,England,60,75,2,CAM,CF,,20,0,斯肯索普,Scunthorpe United,,
Anthony Hartigan,Anthony Hartigan,英格蘭,England,60,74,1,CM,,,20,0,AFC溫布頓,AFC Wimbledon,,
Nicklas Røjkjær,Nicklas Røjkjær,丹麥,Denmark,60,72,2,LW,RW,,21,0,艾斯堡,Esbjerg fB,,
Kim Han Gil,Kim Han Gil,大韓民國,Korea Republic,60,65,1,RW,,,25,0,FC首爾,FC Seoul,,
Yoon Jong Gyu,Yoon Jong Gyu,大韓民國,Korea Republic,60,72,3,RM,CM,RB,22,0,FC首爾,FC Seoul,,
Felix Horn Myhre,Felix Horn Myhre,挪威,Norway,60,75,2,CDM,CM,,21,0,華拉倫加,Vålerenga Fotball,,
Brandon Fleming,Brandon Fleming,英格蘭,England,60,76,1,LB,,,20,0,保頓,Bolton Wanderers,侯城,On loan from: Hull City
John Mahon,John Mahon,愛爾蘭,Republic of Ireland,60,70,1,CB,,,20,0,施利高流浪,Sligo Rovers,,
Cristian Echavarría,Cristian Echavarría,哥倫比亞,Colombia,60,71,1,LM,,,23,0,賈奎斯科爾多巴,Jaguares Fútbol Club,麥德林獨立,On loan from: Independiente Medellín
Nya Kirby,Nya Kirby,英格蘭,England,60,78,2,LM,CAM,,20,0,水晶宮,Crystal Palace,,
Christoph Haas,Christoph Haas,奧地利,Austria,60,63,1,GK,,,27,0,艾特米拿,FC Admira Wacker Mödling,,
Marco Pompetti,Marco Pompetti,意大利,Italy,60,75,1,CM,,,20,0,比薩,Pisa,國際米蘭,On loan from: Inter
Nicke Kabamba,Nicke Kabamba,英格蘭,England,60,61,1,ST,,,27,0,基爾馬諾克,Kilmarnock,,
Brandon Cooper,Brandon Cooper,威爾斯,Wales,60,75,1,CB,,,20,0,史雲斯,Swansea City,,
Mauro Bustamante,Mauro Bustamante,阿根廷,Argentina,60,60,1,ST,,,29,0,國民普托斯,Club Atlético Nacional Potosí,,
Vasilios Xenopoulos,Vasilios Xenopoulos,希臘,Greece,60,68,1,GK,,,22,0,彭拿典奈高斯,Panathinaikos FC,,
Davide Itter,Davide Itter,德國,Germany,60,72,1,RB,,,21,0,禾夫斯堡,VfL Wolfsburg,,
Altamirano,Altamirano,西班牙,Spain,60,69,2,LW,LM,,23,0,貝迪斯,Real Betis,,
Youssef Maleh,Youssef Maleh,意大利,Italy,60,74,1,CM,,,21,0,威尼斯亞,Venezia,,
Dominik Franke,Dominik Franke,德國,Germany,60,73,2,CB,LB,,21,0,韋恩,SV Wehen Wiesbaden,禾夫斯堡,On loan from: VfL Wolfsburg
Julio César Pérez,Julio César Pérez,玻利維亞,Bolivia,60,60,2,CB,LB,,28,0,邦明,"Club Social, Cultural y Deportivo Blooming",,
Pontus Almqvist,Pontus Almqvist,瑞典,Sweden,60,73,1,RM,,,20,0,諾高平,IFK Norrköping,,
Ignacio Tapia,Ignacio Tapia,智利,Chile,60,75,3,CB,RB,LB,21,0,侯治柏度,Huachipato FC,,
Leonel Rivas,Leonel Rivas,阿根廷,Argentina,60,75,2,CAM,RM,,20,2,羅沙里奧中央,Rosario Central,,
Shilow Tracey,Shilow Tracey,英格蘭,England,60,70,3,RM,ST,LM,22,0,馬格斯菲特,Macclesfield Town,熱刺,On loan from: Tottenham Hotspur
Sebastian Pasquali,Sebastian Pasquali,澳洲,Australia,60,73,2,CM,CDM,,20,0,西方聯,Western United FC,,
Samuel Adrian,Samuel Adrian,瑞典,Sweden,60,70,2,CM,CDM,,22,0,馬模,Malmö FF,,
Jan-Ole Sievers,Jan-Ole Sievers,德國,Germany,60,66,1,GK,,,25,0,凱沙羅頓,1. FC Kaiserslautern,,
Jonathan Morsay,Jonathan Morsay,瑞典,Sweden,60,70,3,LM,LW,RM,22,0,基爾禾,Chievo Verona,,
Jordon Garrick,Jordon Garrick,牙買加,Jamaica,60,73,1,RM,,,21,0,史雲斯,Swansea City,,
Ben Morris,Ben Morris,英格蘭,England,60,76,1,ST,,,20,0,葉士域治,Ipswich Town,,
Nicolás Cordero,Nicolás Cordero,阿根廷,Argentina,60,73,1,ST,,,21,0,颶風隊,Club Atlético Huracán,,
Sebastián Lomónaco,Sebastián Lomónaco,阿根廷,Argentina,60,73,1,ST,,,21,1,葛度爾古斯,Godoy Cruz,,
Elliot Embleton,Elliot Embleton,英格蘭,England,60,74,3,CM,CAM,RM,21,1,新特蘭,Sunderland,,
Waleed Hezam Al Anazi,Waleed Hezam Al Anazi,沙地阿拉伯,Saudi Arabia,60,65,2,CM,CDM,,25,0,艾沙比,Al Shabab,,
Mitchell van Rooijen,Mitchell van Rooijen,荷蘭,Netherlands,60,72,3,CDM,CM,RW,21,0,烏德勒支,FC Utrecht,,
Jacob Karlstrøm,Jacob Karlstrøm,挪威,Norway,60,70,1,GK,,,23,0,特林素,Tromsø IL,,
Miles Welch-Hayes,Miles Welch-Hayes,英格蘭,England,60,68,3,CB,RWB,RB,23,0,高車士打,Colchester United,,
Daniel Rojano,Daniel Rojano,哥倫比亞,Colombia,60,70,2,CDM,CM,,23,0,帕斯度,Deportivo Pasto,,
Cristian Valencia,Cristian Valencia,哥倫比亞,Colombia,60,62,1,CB,,,27,0,古古達,Cúcuta Deportivo,,
Admiral Muskwe,Admiral Muskwe,津巴布韋,Zimbabwe,60,72,1,ST,,,21,0,史雲頓,Swindon Town,李斯特城,On loan from: Leicester City
Oscar Hedvall,Oscar Hedvall,丹麥,Denmark,60,69,1,GK,,,21,0,施克堡,Silkeborg IF,,
Ashley Nadesan,Ashley Nadesan,英格蘭,England,60,64,2,ST,RW,,25,0,卡維尼,Crawley Town,,
Marcus Mølvadgaard,Marcus Mølvadgaard,丹麥,Denmark,60,73,1,ST,,,20,0,史卓加斯特,Strømsgodset IF,,
Jeong Seung Won,Jeong Seung Won,大韓民國,Korea Republic,60,69,3,RW,CM,ST,23,0,FC大邱,Daegu FC,,
Robby McCrorie,Robby McCrorie,蘇格蘭,Scotland,60,72,1,GK,,,22,0,利雲斯頓,Livingston FC,格拉斯哥流浪,On loan from: Rangers FC
Jack Aitchison,Jack Aitchison,蘇格蘭,Scotland,60,77,2,ST,LW,,20,0,格連森林,Forest Green Rovers,些路迪,On loan from: Celtic
Majed Kanabah,Majed Kanabah,沙地阿拉伯,Saudi Arabia,60,63,2,CDM,CM,,27,0,阿爾法斯,Al Fateh,,
Johan Hove,Johan Hove,挪威,Norway,60,77,1,CM,,,19,0,史卓加斯特,Strømsgodset IF,,
Ronan Hale,Ronan Hale,愛爾蘭,Republic of Ireland,60,73,3,ST,RM,RW,21,0,聖巴特里,St. Patrick's Athletic,,
Sheriff Sinyan,Sheriff Sinyan,甘比亞,Gambia,60,69,2,CB,CM,,23,0,利尼史特朗,Lillestrøm SK,,
Tyreeq Bakinson,Tyreeq Bakinson,英格蘭,England,60,73,2,CM,CDM,,21,0,普利茅夫,Plymouth Argyle,布里斯托城,On loan from: Bristol City
Aaron Lewis,Aaron Lewis,威爾斯,Wales,60,73,2,RB,LB,,22,1,林肯城,Lincoln City,,
Przemysław Bargiel,Przemysław Bargiel,波蘭,Poland,60,76,1,CAM,,,20,0,施拉斯克,Śląsk Wrocław,,
Sofien Moussa,Sofien Moussa,突尼西亞,Tunisia,60,60,1,ST,,,32,0,基連辛尼學院,Fotbal Club Academica Clinceni,,
Olufela Olomola,Olufela Olomola,英格蘭,England,60,66,1,ST,,,22,0,卡素爾,Carlisle United,斯肯索普,On loan from: Scunthorpe United
Diego Pineda,Diego Pineda,墨西哥,Mexico,60,65,1,ST,,,25,0,聖路易斯,Club Atlético de San Luis,,
Federico Costa,Federico Costa,阿根廷,Argentina,60,60,1,GK,,,31,0,帕托拿圖,Patronato,,
Park Se Jin,Park Se Jin,大韓民國,Korea Republic,60,66,1,RM,,,24,0,尚州尚武足球會,Sangju Sangmu FC,,
Abdulrahman Al Dawsari,Abdulrahman Al Dawsari,沙地阿拉伯,Saudi Arabia,60,70,1,CDM,,,22,0,艾拿沙,Al Nassr,,
Takahiro Yanagi,Takahiro Yanagi,日本,Japan,60,67,3,RWB,RM,LB,22,0,仙台維加泰,Vegalta Sendai,FC東京,On loan from: F.C. Tokyo
Miro Muheim,Miro Muheim,瑞士,Switzerland,60,71,2,LB,LM,,22,0,聖加倫 1879,FC St. Gallen 1879,,
Naoki Hatta,Naoki Hatta,日本,Japan,60,60,1,GK,,,34,0,岩田,Júbilo Iwata,,
Fahad Ghazi,Fahad Ghazi,沙地阿拉伯,Saudi Arabia,60,61,1,LB,,,26,0,伊蒂法克,Ettifaq FC,,
Liam Gibson,Liam Gibson,英格蘭,England,60,68,2,LB,CB,,23,0,紐卡素,Newcastle United,,
Mizuki Ichimaru,Mizuki Ichimaru,日本,Japan,60,67,1,CDM,,,23,0,大阪飛腳,Gamba Osaka,,
Roni Peiponen,Roni Peiponen,芬蘭,Finland,60,67,2,RB,LB,,23,0,赫爾辛基,HJK Helsinki,,
Will Mannion,Will Mannion,英格蘭,England,60,72,1,GK,,,22,0,侯城,Hull City,,
Kellan Gordon,Kellan Gordon,英格蘭,England,60,69,3,RWB,RM,RB,22,0,曼斯菲,Mansfield Town,,
Dean Lyness,Dean Lyness,英格蘭,England,60,63,1,GK,,,28,0,聖美倫,St. Mirren,,
Abdulwahab Jafar,Abdulwahab Jafar,沙地阿拉伯,Saudi Arabia,60,61,2,RM,LM,,26,0,達馬克,Damac FC,,
Niklas Hoffmann,Niklas Hoffmann,德國,Germany,60,67,2,CB,CDM,,23,3,禾斯貝加踢球者,FC Würzburger Kickers,,
Calum Waters,Calum Waters,蘇格蘭,Scotland,60,67,2,LB,LM,,24,0,聖美倫,St. Mirren,基爾馬諾克,On loan from: Kilmarnock
Fabian Benko,Fabian Benko,克羅地亞,Croatia,60,69,2,CAM,CM,,22,0,寧斯,LASK Linz,,
Víctor Centurión,Víctor Centurión,巴拉圭,Paraguay,60,60,1,GK,,,34,0,索爾德阿美利加,Club Sol de América,,
Joel Arimany,Joel Arimany,西班牙,Spain,60,74,1,ST,,,22,0,薩拉戈薩,R. Zaragoza,,
Gabriele Morelli,Gabriele Morelli,意大利,Italy,60,68,2,RB,LB,,23,0,利佛諾,Livorno,,
Jacob Tratt,Jacob Tratt,澳洲,Australia,60,61,2,RB,CB,,25,0,珀斯光輝,Perth Glory,,
Cedric Diomandè Gondo,Cedric Diomandè Gondo,象牙海岸,Ivory Coast,60,69,1,ST,,,23,0,薩雷諾,Salerno,拉素,On loan from: Lazio
Andre Wright,Andre Wright,英格蘭,England,60,69,3,ST,RW,LW,23,2,布咸美恩斯,Bohemian FC,,
Matt Butcher,Matt Butcher,英格蘭,England,60,70,3,CM,CDM,CB,23,0,聖莊士東,St. Johnstone FC,般尼茅夫,On loan from: AFC Bournemouth
Andrea Di Grazia,Andrea Di Grazia,意大利,Italy,60,67,3,RW,LW,ST,24,1,佩斯卡拉,Pescara,,
Mousa Madkhali,Mousa Madkhali,沙地阿拉伯,Saudi Arabia,60,60,1,ST,,,33,0,阿爾華達,Al Wehda,,
Fraser Horsfall,Fraser Horsfall,英格蘭,England,60,65,1,CB,,,23,0,馬格斯菲特,Macclesfield Town,,
Jojo Wollacott,Jojo Wollacott,英格蘭,England,60,70,1,GK,,,23,0,布里斯托城,Bristol City,,
Pierre Fassnacht,Pierre Fassnacht,德國,Germany,60,66,2,LB,LM,,24,0,卡爾斯耶拿,FC Carl Zeiss Jena,,
Adam Frizzell,Adam Frizzell,蘇格蘭,Scotland,60,71,3,CM,CAM,RM,22,0,基爾馬諾克,Kilmarnock,,
Sadou Diallo,Sadou Diallo,英格蘭,England,60,73,1,CM,,,21,0,阿克寧頓,Accrington Stanley,,
Demeaco Duhaney,Demeaco Duhaney,英格蘭,England,60,72,2,RB,LB,,21,0,哈德斯菲爾德,Huddersfield Town,,
Ellis Iandolo,Ellis Iandolo,英格蘭,England,60,68,1,LB,,,22,0,史雲頓,Swindon Town,,
Osama Yousef Al Khalaf,Osama Yousef Al Khalaf,沙地阿拉伯,Saudi Arabia,60,68,2,RB,CDM,,23,0,艾哈斯姆,Al Hazem,,
Frederik Lauenborg,Frederik Lauenborg,丹麥,Denmark,60,67,1,CM,,,23,0,蘭達斯,Randers FC,,
Gavin Reilly,Gavin Reilly,蘇格蘭,Scotland,60,60,1,ST,,,27,0,布里斯托流浪,Bristol Rovers,,
Miguel Vargas,Miguel Vargas,智利,Chile,60,68,1,GK,,,24,0,卡拉雷聯,Unión La Calera,,
Lewis Thomas,Lewis Thomas,威爾斯,Wales,60,69,1,GK,,,22,0,格連森林,Forest Green Rovers,,
Antonio Torres,Antonio Torres,墨西哥,Mexico,60,65,1,GK,,,24,0,瓜達拉哈拉,Guadalajara,,
Tom Baack,Tom Baack,德國,Germany,60,75,3,CB,RB,CDM,21,0,雷根斯堡足球俱樂部,SSV Jahn Regensburg,,
Yasir Subaşı,Yasir Subaşı,土耳其,Turkey,60,63,1,LB,,,24,0,卡塞利,Kayserispor,,
Mazen Ali Abu Shararah,Mazen Ali Abu Shararah,沙地阿拉伯,Saudi Arabia,60,60,1,ST,,,29,1,吉達艾阿里,Al Ahli,達馬克,On loan from: Damac FC
Abdullah Qaisi,Abdullah Qaisi,沙地阿拉伯,Saudi Arabia,60,60,2,RM,LM,,30,0,艾卜哈,Abha Club,,
Hatim Belal,Hatim Belal,沙地阿拉伯,Saudi Arabia,60,64,2,CDM,CB,,26,0,阿爾華達,Al Wehda,,
Ronaldo Ariza,Ronaldo Ariza,哥倫比亞,Colombia,60,65,1,LM,,,22,0,古古達,Cúcuta Deportivo,,
Axel Andrésson,Axel Andrésson,冰島,Iceland,60,71,1,CB,,,22,0,維京,Viking FK,,
Hwang ByeongGeun,Hwang ByeongGeun,大韓民國,Korea Republic,60,64,1,GK,,,26,0,尚州尚武足球會,Sangju Sangmu FC,全北汽車,On loan from: Jeonbuk Hyundai Motors
Ryu Jae Moon,Ryu Jae Moon,大韓民國,Korea Republic,60,63,2,CM,CB,,26,0,FC大邱,Daegu FC,,
Ciaron Harkin,Ciaron Harkin,北愛爾蘭,Northern Ireland,60,67,1,CM,,,24,0,德利城,Derry City,,
Dominic Bernard,Dominic Bernard,愛爾蘭,Republic of Ireland,60,68,3,RWB,RB,CB,23,0,格連森林,Forest Green Rovers,,
Qi Tianyu,Qi Tianyu,中華人民共和國,China PR,60,60,2,RB,RM,,27,0,山東魯能泰山足球俱樂部,Shandong Luneng TaiShan FC,,
Offrande Zanzala,Offrande Zanzala,剛果,Congo,60,67,1,ST,,,23,0,阿克寧頓,Accrington Stanley,,
Henrik Castegren,Henrik Castegren,瑞典,Sweden,60,69,1,CB,,,24,0,諾高平,IFK Norrköping,,
George Lapslie,George Lapslie,英格蘭,England,60,71,1,CM,,,22,0,查爾頓,Charlton Athletic,,
Malte Kiilerich,Malte Kiilerich,丹麥,Denmark,60,67,1,CB,,,24,0,霍爾森斯,AC Horsens,,
Federico Castro,Federico Castro,阿根廷,Argentina,60,61,2,ST,LW,,27,0,古里高聯,Curicó Unido,,
Jordan Flores,Jordan Flores,英格蘭,England,60,67,3,CM,LM,CAM,24,0,鄧達克,Dundalk,,
Darragh Markey,Darragh Markey,愛爾蘭,Republic of Ireland,60,66,2,CAM,CM,,23,0,聖巴特里,St. Patrick's Athletic,,
Jiang Jihong,Jiang Jihong,中華人民共和國,China PR,60,60,1,CB,,,30,0,廣州富力足球俱樂部,Guangzhou R&F FC,,
Alejandro Melo,Alejandro Melo,阿根廷,Argentina,60,66,1,RM,,,24,0,哥甘保,Coquimbo Unido,,
Alejandro Zendejas,Alejandro Zendejas,墨西哥,Mexico,60,69,1,LM,,,22,0,瓜達拉哈拉,Guadalajara,,
Michael Kelly,Michael Kelly,蘇格蘭,Scotland,60,63,1,LB,,,22,0,布里斯托流浪,Bristol Rovers,,
Hamad Suliman Al Jayzani,Hamad Suliman Al Jayzani,沙地阿拉伯,Saudi Arabia,60,61,2,RB,RWB,,27,0,阿爾華達,Al Wehda,,
Braulio Uraezaña,Braulio Uraezaña,玻利維亞,Bolivia,60,62,1,GK,,,25,0,邦明,"Club Social, Cultural y Deportivo Blooming",,
Filip Lesniak,Filip Lesniak,斯洛伐克,Slovakia,60,66,2,CDM,CM,,24,0,施克堡,Silkeborg IF,阿爾堡,On loan from: Aalborg BK
Oliver Sail,Oliver Sail,新西蘭,New Zealand,60,64,1,GK,,,24,0,威靈頓鳳凰,Wellington Phoenix,,
George Blackwood,George Blackwood,澳洲,Australia,60,63,3,ST,CAM,CM,23,0,阿德萊德聯,Adelaide United,,
Abduwal Ablet,Abduwal Ablet,中華人民共和國,China PR,60,60,2,LWB,LW,,33,0,河南建業足球俱樂部,Henan Jianye FC,,
Diego Fernández,Diego Fernández,智利,Chile,60,67,1,CM,,,22,0,伊基克,Deportes Iquique,,
Aaron Collins,Aaron Collins,威爾斯,Wales,60,68,1,ST,,,23,0,格連森林,Forest Green Rovers,,
Levi Sutton,Levi Sutton,英格蘭,England,60,67,2,CM,RB,,23,0,斯肯索普,Scunthorpe United,,
Chérif Quenum,Chérif Quenum,法國,France,60,63,2,LB,CB,,27,0,華倫西恩斯,Valenciennes FC,,
Brandur Hendriksson Olsen,Brandur Hendriksson Olsen,法羅群島,Faroe Islands,60,64,2,LM,CM,,24,0,希爾星堡,Helsingborgs IF,,
Danny Johnson,Danny Johnson,英格蘭,England,60,61,1,ST,,,27,1,奧連特,Leyton Orient,,
Emircan Altıntaş,Emircan Altıntaş,土耳其,Turkey,60,67,1,CM,,,24,0,阿蘭亞士邦,Alanyaspor,,
Zhang Lu,Zhang Lu,中華人民共和國,China PR,60,60,2,RM,RB,,32,0,上海綠地申花足球俱樂部,Shanghai Greenland Shenhua FC,,
Ye Chongqiu,Ye Chongqiu,中華人民共和國,China PR,60,63,2,CDM,CM,,27,0,江蘇蘇寧足球俱樂部蘇寧易購隊,Jiangsu Suning FC,,
Tang Jiashu,Tang Jiashu,中華人民共和國,China PR,60,60,3,CB,CDM,RB,29,0,重慶當代力帆足球俱樂部斯威隊,Chongqing Dangdai Lifan FC SWM Team,,
Lin Chuangyi,Lin Chuangyi,中華人民共和國,China PR,60,61,2,CM,CDM,,27,0,上海上港集團足球俱樂部,Shanghai SIPG FC,,
Ba Dun,Ba Dun,中華人民共和國,China PR,60,66,2,RW,CF,,24,0,北京中赫國安足球俱樂部,Beijing Sinobo Guoan FC,,
Adam Ryczkowski,Adam Ryczkowski,波蘭,Poland,60,65,1,LM,,,23,0,薩比利斯,Górnik Zabrze,,
Lewis Ward,Lewis Ward,英格蘭,England,60,70,1,GK,,,23,0,埃克塞特,Exeter City,,
Rory Watson,Rory Watson,英格蘭,England,60,67,1,GK,,,24,0,斯肯索普,Scunthorpe United,,
Josh Coulson,Josh Coulson,英格蘭,England,60,60,1,CB,,,31,0,奧連特,Leyton Orient,,
Kim Young Bin,Kim Young Bin,大韓民國,Korea Republic,60,60,2,LB,CB,,28,0,FC江原,Gangwon FC,,
Alex Jakubiak,Alex Jakubiak,蘇格蘭,Scotland,60,69,2,ST,LM,,23,0,聖美倫,St. Mirren,屈福特,On loan from: Watford
Sun Shilin,Sun Shilin,中華人民共和國,China PR,60,60,2,CDM,CM,,31,0,上海綠地申花足球俱樂部,Shanghai Greenland Shenhua FC,,
Zheng Kaimu,Zheng Kaimu,中華人民共和國,China PR,60,60,2,CM,CDM,,28,0,天津泰達足球俱樂部,Tianjin TEDA FC,,
Lü Peng,Lü Peng,中華人民共和國,China PR,60,60,2,CDM,CM,,30,0,北京中赫國安足球俱樂部,Beijing Sinobo Guoan FC,,
Yang Boyu,Yang Boyu,中華人民共和國,China PR,60,60,1,CB,,,31,0,江蘇蘇寧足球俱樂部蘇寧易購隊,Jiangsu Suning FC,,
Shan Pengfei,Shan Pengfei,中華人民共和國,China PR,60,63,3,RB,LB,CB,27,0,大連一方足球俱樂部隊,Dalian YiFang FC,,
Conor O'Malley,Conor O'Malley,愛爾蘭,Republic of Ireland,60,64,1,GK,,,25,0,彼德堡,Peterborough United,,
Ronald Mukiibi,Ronald Mukiibi,烏干達,Uganda,60,60,2,RB,CB,,28,0,奧斯特桑斯足球會,Östersunds FK,,
Nathan Konstandopoulos,Nathan Konstandopoulos,澳洲,Australia,60,63,1,CM,,,24,0,阿德萊德聯,Adelaide United,,
Jaushua Sotirio,Jaushua Sotirio,澳洲,Australia,60,62,2,RM,LM,,24,0,威靈頓鳳凰,Wellington Phoenix,,
Driss Trichard,Driss Trichard,法國,France,60,65,2,LB,LM,,25,0,克萊蒙特,Clermont Foot 63,,
Raid Al Ghamdi,Raid Al Ghamdi,沙地阿拉伯,Saudi Arabia,60,63,1,ST,,,26,0,拉德,Al Raed,,
Marcus Barnes,Marcus Barnes,英格蘭,England,60,67,2,ST,LW,,23,0,修咸頓,Southampton,,
Ryan Kitto,Ryan Kitto,澳洲,Australia,60,61,2,LB,LW,,25,0,阿德萊德聯,Adelaide United,,
Ransford Selasi,Ransford Selasi,迦納,Ghana,60,68,2,CM,CDM,,23,0,盧加諾,FC Lugano,,
James Hardy,James Hardy,英格蘭,England,60,66,1,CAM,,,24,0,華素爾,Walsall,,
Emanuele Rovini,Emanuele Rovini,意大利,Italy,60,63,2,CF,CAM,,25,0,烏甸尼斯,Udinese,,
Tomasz Dejewski,Tomasz Dejewski,波蘭,Poland,60,67,1,CB,,,25,0,列治普斯納,Lech Poznań,,
Abraham Cabrera,Abraham Cabrera,玻利維亞,Bolivia,60,61,2,CB,LB,,29,0,國民普托斯,Club Atlético Nacional Potosí,,
Sacha Bastien,Sacha Bastien,法國,France,60,65,1,GK,,,25,0,史提芬納治,Stevenage,,
Nicolas Lüchinger,Nicolas Lüchinger,瑞士,Switzerland,60,65,2,RB,LB,,25,0,聖加倫 1879,FC St. Gallen 1879,,
Flavio Rojas,Flavio Rojas,智利,Chile,60,64,1,CB,,,26,0,哥甘保,Coquimbo Unido,,
Sam Matthews,Sam Matthews,英格蘭,England,60,63,1,RM,,,23,0,布里斯托流浪,Bristol Rovers,,
Michael Crowe,Michael Crowe,威爾斯,Wales,60,68,1,GK,,,24,0,普雷斯頓,Preston North End,,
Filip Sachpekidis,Filip Sachpekidis,瑞典,Sweden,60,72,2,LM,RM,,22,0,卡爾馬,Kalmar FF,,
Marko Soldo,Marko Soldo,奧地利,Austria,60,66,1,GK,,,23,0,禾夫斯貝加,Wolfsberger AC,,
Lloyd Jones,Lloyd Jones,英格蘭,England,60,67,1,CB,,,24,0,諾咸頓,Northampton Town,盧頓,On loan from: Luton Town
Juan Vieyra,Juan Vieyra,阿根廷,Argentina,60,60,2,RM,CB,,28,0,颶風隊,Club Atlético Huracán,,
Brandon Goodship,Brandon Goodship,英格蘭,England,60,65,3,ST,RW,LW,25,0,修安聯,Southend United,,
Fabián Cerda,Fabián Cerda,智利,Chile,60,60,1,GK,,,31,0,古里高聯,Curicó Unido,,
Johnny Hunt,Johnny Hunt,英格蘭,England,60,60,2,LB,CDM,,29,0,咸美頓,Hamilton Academical FC,,
Radhi Al Radhi,Radhi Al Radhi,沙地阿拉伯,Saudi Arabia,60,61,2,CB,RB,,28,0,艾亞達拿,Al Adalah Club,,
Michael Jordan Contreras,Michael Jordan Contreras,智利,Chile,60,61,2,RB,RM,,27,0,伊基克,Deportes Iquique,,
Sebastián Céspedes,Sebastián Céspedes,智利,Chile,60,60,2,LM,RM,,28,0,科布雷素,CD Cobresal,,
Gustav Jarl,Gustav Jarl,瑞典,Sweden,60,65,3,RM,RW,RB,25,0,艾斯基斯杜拿,AFC Eskilstuna,,
Francisco Sepúlveda,Francisco Sepúlveda,智利,Chile,60,60,1,RB,,,28,0,安圖法加斯達,CD Antofagasta,,
Olav Øby,Olav Øby,挪威,Norway,60,65,2,CDM,CM,,25,0,基斯迪辛特,Kristiansund BK,,
Callum Evans,Callum Evans,英格蘭,England,60,65,2,RB,CM,,24,0,維爾港,Port Vale,,
Tom Dallison,Tom Dallison,英格蘭,England,60,68,1,CB,,,24,0,卡維尼,Crawley Town,,
Deyan Iliev,Deyan Iliev,北馬其頓,North Macedonia,60,66,1,GK,,,25,0,積基朗尼亞,Jagiellonia Białystok,阿仙奴,On loan from: Arsenal
Rob Cornwall,Rob Cornwall,愛爾蘭,Republic of Ireland,60,64,1,CB,,,25,2,布咸美恩斯,Bohemian FC,,
Rhys Browne,Rhys Browne,安地卡及巴布達,Antigua & Barbuda,60,65,2,RM,LM,,24,0,維爾港,Port Vale,,
Lee Chang Yong,Lee Chang Yong,大韓民國,Korea Republic,60,60,2,CB,CM,,29,0,FC城南,Seongnam FC,,
Stephen McGuinness,Stephen McGuinness,愛爾蘭,Republic of Ireland,60,65,1,GK,,,25,0,布咸美恩斯,Bohemian FC,,
Jamille Matt,Jamille Matt,牙買加,Jamaica,60,60,1,ST,,,30,1,紐波特郡,Newport County,,
Joshua Hare,Joshua Hare,英格蘭,England,60,61,2,RB,RWB,,25,0,布里斯托流浪,Bristol Rovers,,
Abdoulaye Keita,Abdoulaye Keita,馬利,Mali,60,63,3,CM,CDM,RB,26,1,阿些斯奧,Athlétic Club Ajaccio,,
Mustafa Al Bassas,Mustafa Al Bassas,沙地阿拉伯,Saudi Arabia,60,60,2,RM,CAM,,27,0,阿爾費薩里,Al Faisaly,,
Billy Waters,Billy Waters,英格蘭,England,60,62,2,ST,RM,,25,0,紐波特郡,Newport County,諾咸頓,On loan from: Northampton Town
Jermaine Anderson,Jermaine Anderson,英格蘭,England,60,68,1,CM,,,24,0,巴拉福特,Bradford City,,
Pedro Azogue,Pedro Azogue,玻利維亞,Bolivia,60,67,2,CDM,CM,,25,1,玻利維亞,Club Bolívar,,
Mohammed Attiyah,Mohammed Attiyah,沙地阿拉伯,Saudi Arabia,60,61,2,CM,CAM,,28,0,艾沙比,Al Shabab,,
Saqer Otayf,Saqer Otayf,沙地阿拉伯,Saudi Arabia,60,60,2,ST,CAM,,29,0,阿爾法斯,Al Fateh,,
Ali Al Zubaidi,Ali Al Zubaidi,沙地阿拉伯,Saudi Arabia,60,62,1,RB,,,27,0,阿爾華達,Al Wehda,吉達艾阿里,On loan from: Al Ahli
Basim Al Baqi,Basim Al Baqi,沙地阿拉伯,Saudi Arabia,60,60,1,GK,,,30,0,吉達艾阿里,Al Ahli,,
Andreas Hirzel,Andreas Hirzel,瑞士,Switzerland,60,64,1,GK,,,27,0,杜安,FC Thun,,
